record_id,created_at,region,team,customer,product,category,quantity,unit_price,total,status,note
REC-000677,2025-05-17,광주,운영,고객 0677,모니터 암,사무 용품,20,99000,1980000,배송 준비,정기 주문
REC-000678,2025-05-18,대구,기획,고객 0678,무선 마우스,입력 장치,7,59000,413000,배송 완료,정기 주문
REC-000679,2025-05-19,울산,운영,고객 0679,휴대용 SSD,저장 장치,14,179000,2506000,반품 검토,"우선 처리, 오전 출고"
REC-000680,2025-05-20,세종,기획,고객 0680,헤드셋,음향 장치,1,129000,129000,결제 확인,정기 주문
REC-000681,2025-05-21,경기,운영,고객 0681,무선 키보드,입력 장치,8,89000,712000,처리 중,정기 주문
REC-000682,2025-05-22,강원,기획,고객 0682,27인치 모니터,디스플레이,15,329000,4935000,배송 준비,세금계산서 발행
REC-000683,2025-05-23,충북,운영,고객 0683,USB-C 허브,주변 기기,2,49000,98000,배송 완료,정기 주문
REC-000684,2025-05-24,제주,기획,고객 0684,노트북 거치대,사무 용품,9,67000,603000,반품 검토,정기 주문
REC-000685,2025-05-25,서울,운영,고객 0685,웹캠,영상 장치,16,118000,1888000,결제 확인,정기 주문
REC-000686,2025-05-26,부산,기획,고객 0686,기계식 키보드,입력 장치,3,149000,447000,처리 중,정기 주문
REC-000687,2025-05-27,대전,운영,고객 0687,모니터 암,사무 용품,10,99000,990000,배송 준비,정기 주문
REC-000688,2025-05-28,인천,기획,고객 0688,무선 마우스,입력 장치,17,59000,1003000,배송 완료,정기 주문
REC-000689,2025-05-29,광주,운영,고객 0689,휴대용 SSD,저장 장치,4,179000,716000,반품 검토,정기 주문
REC-000690,2025-05-30,대구,기획,고객 0690,헤드셋,음향 장치,11,129000,1419000,결제 확인,정기 주문
REC-000691,2025-05-31,울산,운영,고객 0691,무선 키보드,입력 장치,18,89000,1602000,처리 중,정기 주문
REC-000692,2025-06-01,세종,기획,고객 0692,27인치 모니터,디스플레이,5,329000,1645000,배송 준비,정기 주문
REC-000693,2025-06-02,경기,운영,고객 0693,USB-C 허브,주변 기기,12,49000,588000,배송 완료,정기 주문
REC-000694,2025-06-03,강원,기획,고객 0694,노트북 거치대,사무 용품,19,67000,1273000,반품 검토,정기 주문
REC-000695,2025-06-04,충북,운영,고객 0695,웹캠,영상 장치,6,118000,708000,결제 확인,정기 주문
REC-000696,2025-06-05,제주,기획,고객 0696,기계식 키보드,입력 장치,13,149000,1937000,처리 중,정기 주문
REC-000697,2025-06-06,서울,운영,고객 0697,모니터 암,사무 용품,20,99000,1980000,배송 준비,정기 주문
REC-000698,2025-06-07,부산,기획,고객 0698,무선 마우스,입력 장치,7,59000,413000,배송 완료,정기 주문
REC-000699,2025-06-08,대전,운영,고객 0699,휴대용 SSD,저장 장치,14,179000,2506000,반품 검토,정기 주문
REC-000700,2025-06-09,인천,기획,고객 0700,헤드셋,음향 장치,1,129000,129000,결제 확인,정기 주문
REC-000701,2025-06-10,광주,운영,고객 0701,무선 키보드,입력 장치,8,89000,712000,처리 중,정기 주문
REC-000702,2025-06-11,대구,기획,고객 0702,27인치 모니터,디스플레이,15,329000,4935000,배송 준비,정기 주문
REC-000703,2025-06-12,울산,운영,고객 0703,USB-C 허브,주변 기기,2,49000,98000,배송 완료,정기 주문
REC-000704,2025-06-13,세종,기획,고객 0704,노트북 거치대,사무 용품,9,67000,603000,반품 검토,정기 주문
REC-000705,2025-06-14,경기,운영,고객 0705,웹캠,영상 장치,16,118000,1888000,결제 확인,정기 주문
REC-000706,2025-06-15,강원,기획,고객 0706,기계식 키보드,입력 장치,3,149000,447000,처리 중,정기 주문
REC-000707,2025-06-16,충북,운영,고객 0707,모니터 암,사무 용품,10,99000,990000,배송 준비,정기 주문
REC-000708,2025-06-17,제주,기획,고객 0708,무선 마우스,입력 장치,17,59000,1003000,배송 완료,정기 주문
REC-000709,2025-06-18,서울,운영,고객 0709,휴대용 SSD,저장 장치,4,179000,716000,반품 검토,정기 주문
REC-000710,2025-06-19,부산,기획,고객 0710,헤드셋,음향 장치,11,129000,1419000,결제 확인,정기 주문
REC-000711,2025-06-20,대전,운영,고객 0711,무선 키보드,입력 장치,18,89000,1602000,처리 중,정기 주문
REC-000712,2025-06-21,인천,기획,고객 0712,27인치 모니터,디스플레이,5,329000,1645000,배송 준비,정기 주문
REC-000713,2025-06-22,광주,운영,고객 0713,USB-C 허브,주변 기기,12,49000,588000,배송 완료,세금계산서 발행
REC-000714,2025-06-23,대구,기획,고객 0714,노트북 거치대,사무 용품,19,67000,1273000,반품 검토,정기 주문
REC-000715,2025-06-24,울산,운영,고객 0715,웹캠,영상 장치,6,118000,708000,결제 확인,정기 주문
REC-000716,2025-06-25,세종,기획,고객 0716,기계식 키보드,입력 장치,13,149000,1937000,처리 중,정기 주문
REC-000717,2025-06-26,경기,운영,고객 0717,모니터 암,사무 용품,20,99000,1980000,배송 준비,정기 주문
REC-000718,2025-06-27,강원,기획,고객 0718,무선 마우스,입력 장치,7,59000,413000,배송 완료,정기 주문
REC-000719,2025-06-28,충북,운영,고객 0719,휴대용 SSD,저장 장치,14,179000,2506000,반품 검토,정기 주문
REC-000720,2025-06-29,제주,기획,고객 0720,헤드셋,음향 장치,1,129000,129000,결제 확인,정기 주문
REC-000721,2025-06-30,서울,운영,고객 0721,무선 키보드,입력 장치,8,89000,712000,처리 중,정기 주문
REC-000722,2025-07-01,부산,기획,고객 0722,27인치 모니터,디스플레이,15,329000,4935000,배송 준비,정기 주문
REC-000723,2025-07-02,대전,운영,고객 0723,USB-C 허브,주변 기기,2,49000,98000,배송 완료,정기 주문
REC-000724,2025-07-03,인천,기획,고객 0724,노트북 거치대,사무 용품,9,67000,603000,반품 검토,정기 주문
REC-000725,2025-07-04,광주,운영,고객 0725,웹캠,영상 장치,16,118000,1888000,결제 확인,정기 주문
REC-000726,2025-07-05,대구,기획,고객 0726,기계식 키보드,입력 장치,3,149000,447000,처리 중,정기 주문
REC-000727,2025-07-06,울산,운영,고객 0727,모니터 암,사무 용품,10,99000,990000,배송 준비,정기 주문
REC-000728,2025-07-07,세종,기획,고객 0728,무선 마우스,입력 장치,17,59000,1003000,배송 완료,정기 주문
REC-000729,2025-07-08,경기,운영,고객 0729,휴대용 SSD,저장 장치,4,179000,716000,반품 검토,정기 주문
REC-000730,2025-07-09,강원,기획,고객 0730,헤드셋,음향 장치,11,129000,1419000,결제 확인,정기 주문
REC-000731,2025-07-10,충북,운영,고객 0731,무선 키보드,입력 장치,18,89000,1602000,처리 중,정기 주문
REC-000732,2025-07-11,제주,기획,고객 0732,27인치 모니터,디스플레이,5,329000,1645000,배송 준비,정기 주문
REC-000733,2025-07-12,서울,운영,고객 0733,USB-C 허브,주변 기기,12,49000,588000,배송 완료,정기 주문
REC-000734,2025-07-13,부산,기획,고객 0734,노트북 거치대,사무 용품,19,67000,1273000,반품 검토,정기 주문
REC-000735,2025-07-14,대전,운영,고객 0735,웹캠,영상 장치,6,118000,708000,결제 확인,정기 주문
REC-000736,2025-07-15,인천,기획,고객 0736,기계식 키보드,입력 장치,13,149000,1937000,처리 중,정기 주문
REC-000737,2025-07-16,광주,운영,고객 0737,모니터 암,사무 용품,20,99000,1980000,배송 준비,정기 주문
REC-000738,2025-07-17,대구,기획,고객 0738,무선 마우스,입력 장치,7,59000,413000,배송 완료,정기 주문
REC-000739,2025-07-18,울산,운영,고객 0739,휴대용 SSD,저장 장치,14,179000,2506000,반품 검토,정기 주문
REC-000740,2025-07-19,세종,기획,고객 0740,헤드셋,음향 장치,1,129000,129000,결제 확인,정기 주문
REC-000741,2025-07-20,경기,운영,고객 0741,무선 키보드,입력 장치,8,89000,712000,처리 중,정기 주문
REC-000742,2025-07-21,강원,기획,고객 0742,27인치 모니터,디스플레이,15,329000,4935000,배송 준비,정기 주문
REC-000743,2025-07-22,충북,운영,고객 0743,USB-C 허브,주변 기기,2,49000,98000,배송 완료,정기 주문
REC-000744,2025-07-23,제주,기획,고객 0744,노트북 거치대,사무 용품,9,67000,603000,반품 검토,세금계산서 발행
REC-000745,2025-07-24,서울,운영,고객 0745,웹캠,영상 장치,16,118000,1888000,결제 확인,정기 주문
REC-000746,2025-07-25,부산,기획,고객 0746,기계식 키보드,입력 장치,3,149000,447000,처리 중,정기 주문
REC-000747,2025-07-26,대전,운영,고객 0747,모니터 암,사무 용품,10,99000,990000,배송 준비,정기 주문
REC-000748,2025-07-27,인천,기획,고객 0748,무선 마우스,입력 장치,17,59000,1003000,배송 완료,정기 주문
REC-000749,2025-07-28,광주,운영,고객 0749,휴대용 SSD,저장 장치,4,179000,716000,반품 검토,정기 주문
REC-000750,2025-07-29,대구,기획,고객 0750,헤드셋,음향 장치,11,129000,1419000,결제 확인,"분기 마감 주문, 담당자 ""재확인"" 필요"
REC-000751,2025-07-30,울산,운영,고객 0751,무선 키보드,입력 장치,18,89000,1602000,처리 중,정기 주문
REC-000752,2025-07-31,세종,기획,고객 0752,27인치 모니터,디스플레이,5,329000,1645000,배송 준비,정기 주문
REC-000753,2025-08-01,경기,운영,고객 0753,USB-C 허브,주변 기기,12,49000,588000,배송 완료,정기 주문
REC-000754,2025-08-02,강원,기획,고객 0754,노트북 거치대,사무 용품,19,67000,1273000,반품 검토,정기 주문
REC-000755,2025-08-03,충북,운영,고객 0755,웹캠,영상 장치,6,118000,708000,결제 확인,정기 주문
REC-000756,2025-08-04,제주,기획,고객 0756,기계식 키보드,입력 장치,13,149000,1937000,처리 중,정기 주문
REC-000757,2025-08-05,서울,운영,고객 0757,모니터 암,사무 용품,20,99000,1980000,배송 준비,정기 주문
REC-000758,2025-08-06,부산,기획,고객 0758,무선 마우스,입력 장치,7,59000,413000,배송 완료,정기 주문
REC-000759,2025-08-07,대전,운영,고객 0759,휴대용 SSD,저장 장치,14,179000,2506000,반품 검토,정기 주문
REC-000760,2025-08-08,인천,기획,고객 0760,헤드셋,음향 장치,1,129000,129000,결제 확인,정기 주문
REC-000761,2025-08-09,광주,운영,고객 0761,무선 키보드,입력 장치,8,89000,712000,처리 중,정기 주문
REC-000762,2025-08-10,대구,기획,고객 0762,27인치 모니터,디스플레이,15,329000,4935000,배송 준비,정기 주문
REC-000763,2025-08-11,울산,운영,고객 0763,USB-C 허브,주변 기기,2,49000,98000,배송 완료,정기 주문
REC-000764,2025-08-12,세종,기획,고객 0764,노트북 거치대,사무 용품,9,67000,603000,반품 검토,정기 주문
REC-000765,2025-08-13,경기,운영,고객 0765,웹캠,영상 장치,16,118000,1888000,결제 확인,정기 주문
REC-000766,2025-08-14,강원,기획,고객 0766,기계식 키보드,입력 장치,3,149000,447000,처리 중,정기 주문
REC-000767,2025-08-15,충북,운영,고객 0767,모니터 암,사무 용품,10,99000,990000,배송 준비,정기 주문
REC-000768,2025-08-16,제주,기획,고객 0768,무선 마우스,입력 장치,17,59000,1003000,배송 완료,정기 주문
REC-000769,2025-08-17,서울,운영,고객 0769,휴대용 SSD,저장 장치,4,179000,716000,반품 검토,정기 주문
REC-000770,2025-08-18,부산,기획,고객 0770,헤드셋,음향 장치,11,129000,1419000,결제 확인,정기 주문
REC-000771,2025-08-19,대전,운영,고객 0771,무선 키보드,입력 장치,18,89000,1602000,처리 중,정기 주문
REC-000772,2025-08-20,인천,기획,고객 0772,27인치 모니터,디스플레이,5,329000,1645000,배송 준비,정기 주문
REC-000773,2025-08-21,광주,운영,고객 0773,USB-C 허브,주변 기기,12,49000,588000,배송 완료,정기 주문
REC-000774,2025-08-22,대구,기획,고객 0774,노트북 거치대,사무 용품,19,67000,1273000,반품 검토,정기 주문
REC-000775,2025-08-23,울산,운영,고객 0775,웹캠,영상 장치,6,118000,708000,결제 확인,세금계산서 발행
REC-000776,2025-08-24,세종,기획,고객 0776,기계식 키보드,입력 장치,13,149000,1937000,처리 중,"우선 처리, 오전 출고"
REC-000777,2025-08-25,경기,운영,고객 0777,모니터 암,사무 용품,20,99000,1980000,배송 준비,정기 주문
REC-000778,2025-08-26,강원,기획,고객 0778,무선 마우스,입력 장치,7,59000,413000,배송 완료,정기 주문
REC-000779,2025-08-27,충북,운영,고객 0779,휴대용 SSD,저장 장치,14,179000,2506000,반품 검토,정기 주문
REC-000780,2025-08-28,제주,기획,고객 0780,헤드셋,음향 장치,1,129000,129000,결제 확인,정기 주문
REC-000781,2025-08-29,서울,운영,고객 0781,무선 키보드,입력 장치,8,89000,712000,처리 중,정기 주문
REC-000782,2025-08-30,부산,기획,고객 0782,27인치 모니터,디스플레이,15,329000,4935000,배송 준비,정기 주문
REC-000783,2025-08-31,대전,운영,고객 0783,USB-C 허브,주변 기기,2,49000,98000,배송 완료,정기 주문
REC-000784,2025-09-01,인천,기획,고객 0784,노트북 거치대,사무 용품,9,67000,603000,반품 검토,정기 주문
REC-000785,2025-09-02,광주,운영,고객 0785,웹캠,영상 장치,16,118000,1888000,결제 확인,정기 주문
REC-000786,2025-09-03,대구,기획,고객 0786,기계식 키보드,입력 장치,3,149000,447000,처리 중,정기 주문
REC-000787,2025-09-04,울산,운영,고객 0787,모니터 암,사무 용품,10,99000,990000,배송 준비,정기 주문
REC-000788,2025-09-05,세종,기획,고객 0788,무선 마우스,입력 장치,17,59000,1003000,배송 완료,정기 주문
REC-000789,2025-09-06,경기,운영,고객 0789,휴대용 SSD,저장 장치,4,179000,716000,반품 검토,정기 주문
REC-000790,2025-09-07,강원,기획,고객 0790,헤드셋,음향 장치,11,129000,1419000,결제 확인,정기 주문
REC-000791,2025-09-08,충북,운영,고객 0791,무선 키보드,입력 장치,18,89000,1602000,처리 중,정기 주문
REC-000792,2025-09-09,제주,기획,고객 0792,27인치 모니터,디스플레이,5,329000,1645000,배송 준비,정기 주문
REC-000793,2025-09-10,서울,운영,고객 0793,USB-C 허브,주변 기기,12,49000,588000,배송 완료,정기 주문
REC-000794,2025-09-11,부산,기획,고객 0794,노트북 거치대,사무 용품,19,67000,1273000,반품 검토,정기 주문
REC-000795,2025-09-12,대전,운영,고객 0795,웹캠,영상 장치,6,118000,708000,결제 확인,정기 주문
REC-000796,2025-09-13,인천,기획,고객 0796,기계식 키보드,입력 장치,13,149000,1937000,처리 중,정기 주문
REC-000797,2025-09-14,광주,운영,고객 0797,모니터 암,사무 용품,20,99000,1980000,배송 준비,정기 주문
REC-000798,2025-09-15,대구,기획,고객 0798,무선 마우스,입력 장치,7,59000,413000,배송 완료,정기 주문
REC-000799,2025-09-16,울산,운영,고객 0799,휴대용 SSD,저장 장치,14,179000,2506000,반품 검토,정기 주문
REC-000800,2025-09-17,세종,기획,고객 0800,헤드셋,음향 장치,1,129000,129000,결제 확인,정기 주문
REC-000801,2025-09-18,경기,운영,고객 0801,무선 키보드,입력 장치,8,89000,712000,처리 중,정기 주문
REC-000802,2025-09-19,강원,기획,고객 0802,27인치 모니터,디스플레이,15,329000,4935000,배송 준비,정기 주문
REC-000803,2025-09-20,충북,운영,고객 0803,USB-C 허브,주변 기기,2,49000,98000,배송 완료,정기 주문
REC-000804,2025-09-21,제주,기획,고객 0804,노트북 거치대,사무 용품,9,67000,603000,반품 검토,정기 주문
REC-000805,2025-09-22,서울,운영,고객 0805,웹캠,영상 장치,16,118000,1888000,결제 확인,정기 주문
REC-000806,2025-09-23,부산,기획,고객 0806,기계식 키보드,입력 장치,3,149000,447000,처리 중,세금계산서 발행
REC-000807,2025-09-24,대전,운영,고객 0807,모니터 암,사무 용품,10,99000,990000,배송 준비,정기 주문
REC-000808,2025-09-25,인천,기획,고객 0808,무선 마우스,입력 장치,17,59000,1003000,배송 완료,정기 주문
REC-000809,2025-09-26,광주,운영,고객 0809,휴대용 SSD,저장 장치,4,179000,716000,반품 검토,정기 주문
REC-000810,2025-09-27,대구,기획,고객 0810,헤드셋,음향 장치,11,129000,1419000,결제 확인,정기 주문
REC-000811,2025-09-28,울산,운영,고객 0811,무선 키보드,입력 장치,18,89000,1602000,처리 중,정기 주문
REC-000812,2025-09-29,세종,기획,고객 0812,27인치 모니터,디스플레이,5,329000,1645000,배송 준비,정기 주문
REC-000813,2025-09-30,경기,운영,고객 0813,USB-C 허브,주변 기기,12,49000,588000,배송 완료,정기 주문
REC-000814,2025-10-01,강원,기획,고객 0814,노트북 거치대,사무 용품,19,67000,1273000,반품 검토,정기 주문
REC-000815,2025-10-02,충북,운영,고객 0815,웹캠,영상 장치,6,118000,708000,결제 확인,정기 주문
REC-000816,2025-10-03,제주,기획,고객 0816,기계식 키보드,입력 장치,13,149000,1937000,처리 중,정기 주문
REC-000817,2025-10-04,서울,운영,고객 0817,모니터 암,사무 용품,20,99000,1980000,배송 준비,정기 주문
REC-000818,2025-10-05,부산,기획,고객 0818,무선 마우스,입력 장치,7,59000,413000,배송 완료,정기 주문
REC-000819,2025-10-06,대전,운영,고객 0819,휴대용 SSD,저장 장치,14,179000,2506000,반품 검토,정기 주문
REC-000820,2025-10-07,인천,기획,고객 0820,헤드셋,음향 장치,1,129000,129000,결제 확인,정기 주문
REC-000821,2025-10-08,광주,운영,고객 0821,무선 키보드,입력 장치,8,89000,712000,처리 중,정기 주문
REC-000822,2025-10-09,대구,기획,고객 0822,27인치 모니터,디스플레이,15,329000,4935000,배송 준비,정기 주문
REC-000823,2025-10-10,울산,운영,고객 0823,USB-C 허브,주변 기기,2,49000,98000,배송 완료,정기 주문
REC-000824,2025-10-11,세종,기획,고객 0824,노트북 거치대,사무 용품,9,67000,603000,반품 검토,정기 주문
REC-000825,2025-10-12,경기,운영,고객 0825,웹캠,영상 장치,16,118000,1888000,결제 확인,정기 주문
REC-000826,2025-10-13,강원,기획,고객 0826,기계식 키보드,입력 장치,3,149000,447000,처리 중,정기 주문
REC-000827,2025-10-14,충북,운영,고객 0827,모니터 암,사무 용품,10,99000,990000,배송 준비,정기 주문
REC-000828,2025-10-15,제주,기획,고객 0828,무선 마우스,입력 장치,17,59000,1003000,배송 완료,정기 주문
REC-000829,2025-10-16,서울,운영,고객 0829,휴대용 SSD,저장 장치,4,179000,716000,반품 검토,정기 주문
REC-000830,2025-10-17,부산,기획,고객 0830,헤드셋,음향 장치,11,129000,1419000,결제 확인,정기 주문
REC-000831,2025-10-18,대전,운영,고객 0831,무선 키보드,입력 장치,18,89000,1602000,처리 중,정기 주문
REC-000832,2025-10-19,인천,기획,고객 0832,27인치 모니터,디스플레이,5,329000,1645000,배송 준비,정기 주문
REC-000833,2025-10-20,광주,운영,고객 0833,USB-C 허브,주변 기기,12,49000,588000,배송 완료,정기 주문
REC-000834,2025-10-21,대구,기획,고객 0834,노트북 거치대,사무 용품,19,67000,1273000,반품 검토,정기 주문
REC-000835,2025-10-22,울산,운영,고객 0835,웹캠,영상 장치,6,118000,708000,결제 확인,정기 주문
REC-000836,2025-10-23,세종,기획,고객 0836,기계식 키보드,입력 장치,13,149000,1937000,처리 중,정기 주문
REC-000837,2025-10-24,경기,운영,고객 0837,모니터 암,사무 용품,20,99000,1980000,배송 준비,세금계산서 발행
REC-000838,2025-10-25,강원,기획,고객 0838,무선 마우스,입력 장치,7,59000,413000,배송 완료,정기 주문
REC-000839,2025-10-26,충북,운영,고객 0839,휴대용 SSD,저장 장치,14,179000,2506000,반품 검토,정기 주문
REC-000840,2025-10-27,제주,기획,고객 0840,헤드셋,음향 장치,1,129000,129000,결제 확인,정기 주문
REC-000841,2025-10-28,서울,운영,고객 0841,무선 키보드,입력 장치,8,89000,712000,처리 중,정기 주문
REC-000842,2025-10-29,부산,기획,고객 0842,27인치 모니터,디스플레이,15,329000,4935000,배송 준비,정기 주문
REC-000843,2025-10-30,대전,운영,고객 0843,USB-C 허브,주변 기기,2,49000,98000,배송 완료,정기 주문
REC-000844,2025-10-31,인천,기획,고객 0844,노트북 거치대,사무 용품,9,67000,603000,반품 검토,정기 주문
REC-000845,2025-11-01,광주,운영,고객 0845,웹캠,영상 장치,16,118000,1888000,결제 확인,정기 주문
REC-000846,2025-11-02,대구,기획,고객 0846,기계식 키보드,입력 장치,3,149000,447000,처리 중,정기 주문
REC-000847,2025-11-03,울산,운영,고객 0847,모니터 암,사무 용품,10,99000,990000,배송 준비,정기 주문
REC-000848,2025-11-04,세종,기획,고객 0848,무선 마우스,입력 장치,17,59000,1003000,배송 완료,정기 주문
REC-000849,2025-11-05,경기,운영,고객 0849,휴대용 SSD,저장 장치,4,179000,716000,반품 검토,정기 주문
REC-000850,2025-11-06,강원,기획,고객 0850,헤드셋,음향 장치,11,129000,1419000,결제 확인,정기 주문
REC-000851,2025-11-07,충북,운영,고객 0851,무선 키보드,입력 장치,18,89000,1602000,처리 중,정기 주문
REC-000852,2025-11-08,제주,기획,고객 0852,27인치 모니터,디스플레이,5,329000,1645000,배송 준비,정기 주문
REC-000853,2025-11-09,서울,운영,고객 0853,USB-C 허브,주변 기기,12,49000,588000,배송 완료,정기 주문
REC-000854,2025-11-10,부산,기획,고객 0854,노트북 거치대,사무 용품,19,67000,1273000,반품 검토,정기 주문
REC-000855,2025-11-11,대전,운영,고객 0855,웹캠,영상 장치,6,118000,708000,결제 확인,정기 주문
REC-000856,2025-11-12,인천,기획,고객 0856,기계식 키보드,입력 장치,13,149000,1937000,처리 중,정기 주문
REC-000857,2025-11-13,광주,운영,고객 0857,모니터 암,사무 용품,20,99000,1980000,배송 준비,정기 주문
REC-000858,2025-11-14,대구,기획,고객 0858,무선 마우스,입력 장치,7,59000,413000,배송 완료,정기 주문
REC-000859,2025-11-15,울산,운영,고객 0859,휴대용 SSD,저장 장치,14,179000,2506000,반품 검토,정기 주문
REC-000860,2025-11-16,세종,기획,고객 0860,헤드셋,음향 장치,1,129000,129000,결제 확인,정기 주문
REC-000861,2025-11-17,경기,운영,고객 0861,무선 키보드,입력 장치,8,89000,712000,처리 중,정기 주문
REC-000862,2025-11-18,강원,기획,고객 0862,27인치 모니터,디스플레이,15,329000,4935000,배송 준비,정기 주문
REC-000863,2025-11-19,충북,운영,고객 0863,USB-C 허브,주변 기기,2,49000,98000,배송 완료,정기 주문
REC-000864,2025-11-20,제주,기획,고객 0864,노트북 거치대,사무 용품,9,67000,603000,반품 검토,정기 주문
REC-000865,2025-11-21,서울,운영,고객 0865,웹캠,영상 장치,16,118000,1888000,결제 확인,정기 주문
REC-000866,2025-11-22,부산,기획,고객 0866,기계식 키보드,입력 장치,3,149000,447000,처리 중,정기 주문
REC-000867,2025-11-23,대전,운영,고객 0867,모니터 암,사무 용품,10,99000,990000,배송 준비,정기 주문
REC-000868,2025-11-24,인천,기획,고객 0868,무선 마우스,입력 장치,17,59000,1003000,배송 완료,세금계산서 발행
REC-000869,2025-11-25,광주,운영,고객 0869,휴대용 SSD,저장 장치,4,179000,716000,반품 검토,정기 주문
REC-000870,2025-11-26,대구,기획,고객 0870,헤드셋,음향 장치,11,129000,1419000,결제 확인,정기 주문
REC-000871,2025-11-27,울산,운영,고객 0871,무선 키보드,입력 장치,18,89000,1602000,처리 중,정기 주문
REC-000872,2025-11-28,세종,기획,고객 0872,27인치 모니터,디스플레이,5,329000,1645000,배송 준비,정기 주문
REC-000873,2025-11-29,경기,운영,고객 0873,USB-C 허브,주변 기기,12,49000,588000,배송 완료,"우선 처리, 오전 출고"
REC-000874,2025-11-30,강원,기획,고객 0874,노트북 거치대,사무 용품,19,67000,1273000,반품 검토,정기 주문
REC-000875,2025-12-01,충북,운영,고객 0875,웹캠,영상 장치,6,118000,708000,결제 확인,정기 주문
REC-000876,2025-12-02,제주,기획,고객 0876,기계식 키보드,입력 장치,13,149000,1937000,처리 중,정기 주문
REC-000877,2025-12-03,서울,운영,고객 0877,모니터 암,사무 용품,20,99000,1980000,배송 준비,정기 주문
REC-000878,2025-12-04,부산,기획,고객 0878,무선 마우스,입력 장치,7,59000,413000,배송 완료,정기 주문
REC-000879,2025-12-05,대전,운영,고객 0879,휴대용 SSD,저장 장치,14,179000,2506000,반품 검토,정기 주문
REC-000880,2025-12-06,인천,기획,고객 0880,헤드셋,음향 장치,1,129000,129000,결제 확인,정기 주문
REC-000881,2025-12-07,광주,운영,고객 0881,무선 키보드,입력 장치,8,89000,712000,처리 중,정기 주문
REC-000882,2025-12-08,대구,기획,고객 0882,27인치 모니터,디스플레이,15,329000,4935000,배송 준비,정기 주문
REC-000883,2025-12-09,울산,운영,고객 0883,USB-C 허브,주변 기기,2,49000,98000,배송 완료,정기 주문
REC-000884,2025-12-10,세종,기획,고객 0884,노트북 거치대,사무 용품,9,67000,603000,반품 검토,정기 주문
REC-000885,2025-12-11,경기,운영,고객 0885,웹캠,영상 장치,16,118000,1888000,결제 확인,정기 주문
REC-000886,2025-12-12,강원,기획,고객 0886,기계식 키보드,입력 장치,3,149000,447000,처리 중,정기 주문
REC-000887,2025-12-13,충북,운영,고객 0887,모니터 암,사무 용품,10,99000,990000,배송 준비,정기 주문
REC-000888,2025-12-14,제주,기획,고객 0888,무선 마우스,입력 장치,17,59000,1003000,배송 완료,정기 주문
REC-000889,2025-12-15,서울,운영,고객 0889,휴대용 SSD,저장 장치,4,179000,716000,반품 검토,정기 주문
REC-000890,2025-12-16,부산,기획,고객 0890,헤드셋,음향 장치,11,129000,1419000,결제 확인,정기 주문
REC-000891,2025-12-17,대전,운영,고객 0891,무선 키보드,입력 장치,18,89000,1602000,처리 중,정기 주문
REC-000892,2025-12-18,인천,기획,고객 0892,27인치 모니터,디스플레이,5,329000,1645000,배송 준비,정기 주문
REC-000893,2025-12-19,광주,운영,고객 0893,USB-C 허브,주변 기기,12,49000,588000,배송 완료,정기 주문
REC-000894,2025-12-20,대구,기획,고객 0894,노트북 거치대,사무 용품,19,67000,1273000,반품 검토,정기 주문
REC-000895,2025-12-21,울산,운영,고객 0895,웹캠,영상 장치,6,118000,708000,결제 확인,정기 주문
REC-000896,2025-12-22,세종,기획,고객 0896,기계식 키보드,입력 장치,13,149000,1937000,처리 중,정기 주문
REC-000897,2025-12-23,경기,운영,고객 0897,모니터 암,사무 용품,20,99000,1980000,배송 준비,정기 주문
REC-000898,2025-12-24,강원,기획,고객 0898,무선 마우스,입력 장치,7,59000,413000,배송 완료,정기 주문
REC-000899,2025-12-25,충북,운영,고객 0899,휴대용 SSD,저장 장치,14,179000,2506000,반품 검토,세금계산서 발행
REC-000900,2025-12-26,제주,기획,고객 0900,헤드셋,음향 장치,1,129000,129000,결제 확인,정기 주문
REC-000901,2025-12-27,서울,운영,고객 0901,무선 키보드,입력 장치,8,89000,712000,처리 중,정기 주문
REC-000902,2025-12-28,부산,기획,고객 0902,27인치 모니터,디스플레이,15,329000,4935000,배송 준비,정기 주문
REC-000903,2025-12-29,대전,운영,고객 0903,USB-C 허브,주변 기기,2,49000,98000,배송 완료,정기 주문
REC-000904,2025-12-30,인천,기획,고객 0904,노트북 거치대,사무 용품,9,67000,603000,반품 검토,정기 주문
REC-000905,2025-12-31,광주,운영,고객 0905,웹캠,영상 장치,16,118000,1888000,결제 확인,정기 주문
REC-000906,2026-01-01,대구,기획,고객 0906,기계식 키보드,입력 장치,3,149000,447000,처리 중,정기 주문
REC-000907,2026-01-02,울산,운영,고객 0907,모니터 암,사무 용품,10,99000,990000,배송 준비,정기 주문
REC-000908,2026-01-03,세종,기획,고객 0908,무선 마우스,입력 장치,17,59000,1003000,배송 완료,정기 주문
REC-000909,2026-01-04,경기,운영,고객 0909,휴대용 SSD,저장 장치,4,179000,716000,반품 검토,정기 주문
REC-000910,2026-01-05,강원,기획,고객 0910,헤드셋,음향 장치,11,129000,1419000,결제 확인,정기 주문
REC-000911,2026-01-06,충북,운영,고객 0911,무선 키보드,입력 장치,18,89000,1602000,처리 중,정기 주문
REC-000912,2026-01-07,제주,기획,고객 0912,27인치 모니터,디스플레이,5,329000,1645000,배송 준비,정기 주문
REC-000913,2026-01-08,서울,운영,고객 0913,USB-C 허브,주변 기기,12,49000,588000,배송 완료,정기 주문
